Image Name,x1,y1,x2,y2
Image Name,x1,y1,x2,y2
anic32-066657-1_p_1.jpg,387,141,901,304
anic32-900003-2_p_1.jpg,319,214,638,339
anic32-900082-2_p_1.jpg,224,302,548,402
anic32-900093_p_1.jpg,375,237,725,321
anic32-900117-2_p_1.jpg,275,175,625,323
anic32-900180-1_p_1.jpg,320,236,699,334
anic32032053_p_1.jpg,322,156,673,359
antweb1008035_p_1.jpg,309,179,743,279
antweb1008056_p_1.jpg,360,210,668,325
antweb1008061_p_1.jpg,323,188,659,322
antweb1008062_p_1.jpg,358,173,780,309
antweb1008074_p_1.jpg,321,122,617,277
antweb1008091_p_1.jpg,391,141,771,279
antweb1008227_p_1.jpg,563,240,927,451
antweb1008284_p_1.jpg,274,233,757,276
antweb1008305_p_1.jpg,317,232,655,407
antweb1008318_p_1.jpg,235,182,537,286
antweb1008338_p_1.jpg,412,152,859,344
antweb1008355_p_1.jpg,400,192,873,293
antweb1008357_p_1.jpg,544,274,862,405
antweb1008410_p_1.jpg,462,232,1103,647
antweb1008424_p_1.jpg,549,176,1103,361
antweb1008440_p_1.jpg,765,398,483,396
antweb1008442_p_1.jpg,400,140,773,232
antweb1008622_p_1.jpg,265,190,600,234
antweb1008678_p_1.jpg,238,153,640,290
antweb1008691_p_1.jpg,329,283,628,313
antweb1008697_p_1.jpg,188,168,492,212
antweb1008723_p_1.jpg,242,197,540,247
antweb1008727_p_1.jpg,257,247,537,308
antweb1008774_p_1.jpg,244,162,525,267
antweb1008775_p_1.jpg,436,174,840,240
antweb1008979_p_1.jpg,242,93,597,257
antweb1009855_p_1.jpg,551,143,980,350
antweb1032315_p_1.jpg,263,111,586,281
antweb1032426_p_1.jpg,651,138,1109,229
antweb1032530_p_1.jpg,632,115,1070,383
antweb1038019_p_1.jpg,217,295,527,297
antweb1038560_p_1.jpg,258,250,594,377
antweb1038574_p_1.jpg,294,283,799,457
antweb1038578_p_1.jpg,703,334,1130,426
antweb1038998_p_1.jpg,613,128,1012,344
antweb1041106_p_1.jpg,395,211,757,273
antweb1041125_p_1.jpg,289,287,730,395
antweb1041155_p_1.jpg,449,166,678,245
antweb1041159_p_1.jpg,615,208,922,363
antweb1041192_p_1.jpg,178,135,569,308
antweb1041216_p_1.jpg,244,120,533,182
antweb1041220_p_1.jpg,143,142,449,288
antweb1041261_p_1.jpg,431,341,789,383
antweb1041296_p_1.jpg,367,297,793,361
antweb1041375_p_1.jpg,372,394,722,545
antweb1041401_p_1.jpg,321,211,884,312
antweb1041428_p_1.jpg,411,250,881,283
antweb1041432_p_1.jpg,275,277,991,573
antweb1041454_p_1.jpg,399,174,880,313
antweb1041538_p_1.jpg,405,198,883,278
antweb1041556_p_1.jpg,434,226,931,376
antweb1041560_p_1.jpg,438,299,934,572
antweb1041585_p_1.jpg,512,138,957,402
antweb1041600_p_1.jpg,460,147,999,331
antweb1041611_p_1.jpg,483,325,960,493
antweb1041638_p_1.jpg,638,389,1060,595
antweb1041640_p_1.jpg,309,221,857,446
antweb1041649_p_1.jpg,586,225,976,431
antweb1041665_p_1.jpg,496,204,934,566
antweb1041677_p_1.jpg,483,75,973,359
antweb1041688_p_1.jpg,457,218,812,383
antweb1048510_p_1.jpg,656,530,1046,601
antweb1048538_p_1.jpg,455,419,984,455
antweb1053075_p_1.jpg,250,179,754,377
atpfor1881_p_1.jpg,338,126,747,223
casent0000190_p_1.jpg,510,202,971,390
casent0000381_p_1.jpg,486,210,896,387
casent0000556_p_1.jpg,227,114,509,212
casent0002257_p_1.jpg,226,256,560,326
casent0003046_p_1.jpg,434,241,957,427
casent0003063_p_1.jpg,155,133,573,232
casent0003107_p_1.jpg,199,111,599,260
casent0003113_p_1.jpg,161,145,552,255
casent0003149_p_1.jpg,324,184,740,361
casent0003193_p_1.jpg,338,157,663,283
casent0003206_p_1.jpg,355,152,702,289
casent0003312_p_1.jpg,246,116,618,216
casent0003316_p_1.jpg,257,159,594,258
casent0004300_p_1.jpg,327,173,648,197
casent0004369_p_1.jpg,676,116,1043,316
casent0004516_p_1.jpg,285,116,600,222
casent0004519_p_1.jpg,325,166,673,216
casent0004528_p_1.jpg,273,235,647,347
casent0005294_p_1.jpg,425,243,934,470
casent0005318_p_1.jpg,344,165,667,230
casent0005354_p_1.jpg,225,234,643,226
casent0005383_p_1.jpg,270,83,548,186
casent0005413_p_1.jpg,277,159,706,312
casent0005461_p_1.jpg,301,130,608,292
casent0005472_p_1.jpg,335,262,670,378
casent0005496_p_1.jpg,616,223,1038,330
casent0005512_p_1.jpg,365,135,710,316
casent0005541_p_1.jpg,698,159,977,305
casent0005564_p_1.jpg,668,137,965,341
casent0005569_p_1.jpg,525,109,914,261
casent0005599_p_1.jpg,424,150,767,357
casent0005629_p_1.jpg,515,201,842,305
casent0005690_p_1.jpg,402,190,858,318
casent0005699_p_1.jpg,223,120,564,157
casent0005718_p_1.jpg,239,192,500,234
casent0005723_p_1.jpg,167,131,414,159
casent0005749_p_1.jpg,252,187,603,227
casent0005761_p_1.jpg,299,153,657,266
casent0005762_p_1.jpg,264,121,662,201
casent0005808_p_1.jpg,298,105,664,188
casent0005835_p_1.jpg,225,138,580,258
casent0005866_p_1.jpg,361,187,767,341
casent0005869_p_1.jpg,356,102,759,213
casent0005904_p_1.jpg,253,151,597,249
casent0005990_p_1.jpg,480,159,818,289
casent0006075_p_1.jpg,333,162,720,250
casent0006081_p_1.jpg,199,148,539,304
casent0008623_p_1.jpg,703,346,1023,405
casent0008640_p_1.jpg,210,168,595,238
casent0008660_p_1.jpg,243,116,610,188
casent0009409_p_1.jpg,249,151,732,221
casent0010031_p_1.jpg,261,107,640,253
casent0010676_p_1.jpg,201,153,522,264
casent0010694_p_1.jpg,320,161,601,286
casent0010696_p_1.jpg,182,214,492,299
casent0010789_p_1.jpg,296,131,570,269
casent0010792_p_1.jpg,245,90,588,223
casent0010793_p_1.jpg,241,158,619,255
casent0010973_p_1.jpg,257,134,623,266
casent0012048_p_1.jpg,206,135,508,247
casent0012098_p_1.jpg,149,229,383,245
casent0012212_p_1.jpg,422,243,777,308
casent0012840_p_1.jpg,249,90,603,179
casent0012860_p_1.jpg,251,120,640,223
casent0020507_p_1.jpg,235,200,585,275
casent0029098_p_1.jpg,234,118,584,245
casent0031004_p_1.jpg,155,170,538,229
casent0035010_p_1.jpg,277,253,635,284
casent0038402_p_1.jpg,425,81,735,287
casent0038460_p_1.jpg,275,105,527,222
casent0039117_p_1.jpg,331,190,568,299
casent0039797_p_1.jpg,247,140,551,253
casent0040645_p_1.jpg,220,168,543,258
casent0040665_p_1.jpg,243,155,599,227
casent0040714_p_1.jpg,452,212,771,262
casent0042834_p_1.jpg,265,146,635,282
casent0045443_p_1.jpg,304,251,639,319
casent0045828_p_1.jpg,328,153,558,306
casent0046163_p_1.jpg,370,141,742,281
casent0047243_p_1.jpg,296,138,536,278
casent0049170_p_1.jpg,360,142,601,282
casent0049788_p_1.jpg,250,130,601,264
casent0052775_p_1.jpg,269,185,650,325
casent0055527_p_1.jpg,295,220,619,398
casent0055998_p_1.jpg,395,179,829,307
casent0059041_p_1.jpg,375,143,653,251
casent0059729_p_1.jpg,278,103,600,221
casent0060617_p_1.jpg,479,196,785,367
casent0066898_p_1.jpg,231,127,640,253
casent0068044_p_1.jpg,277,164,622,284
casent0068113_p_1.jpg,346,192,689,278
casent0069883_p_1.jpg,347,154,681,279
casent0070200_p_1.jpg,345,130,741,245
casent0071537_p_1.jpg,265,98,541,200
casent0071966_p_1.jpg,285,135,515,223
casent0072418_p_1.jpg,341,113,704,206
casent0073463_p_1.jpg,410,105,680,239
casent0073706_p_1.jpg,357,138,683,227
casent0074674_p_1.jpg,167,138,471,201
casent0076951_p_1.jpg,421,149,655,306
casent0077516_p_1.jpg,177,151,527,159
casent0080781_p_1.jpg,189,225,569,291
casent0082897_p_1.jpg,374,223,669,363
casent0096107_p_1.jpg,253,107,550,247
casent0099423_p_1.jpg,596,247,1089,393
casent0100577_p_1.jpg,364,183,660,267
casent0101056_p_1.jpg,280,112,699,223
casent0101061_p_1.jpg,383,70,612,262
casent0101066_p_1.jpg,414,268,901,375
casent0101074_p_1.jpg,288,144,706,312
casent0101078_p_1.jpg,370,309,817,521
casent0101140_p_1.jpg,773,159,1218,397
casent0101154_p_1.jpg,454,293,944,378
casent0101169_p_1.jpg,327,294,559,492
casent0101232_p_1.jpg,321,263,774,393
casent0101289_p_1.jpg,339,165,680,289
casent0101340_p_1.jpg,246,194,579,264
casent0101353_p_1.jpg,246,251,606,316
casent0101413_p_1.jpg,369,279,716,349
casent0101444_p_1.jpg,262,188,721,247
casent0101448_p_1.jpg,214,153,549,288
casent0101453_p_1.jpg,667,286,970,327
casent0101469_p_1.jpg,497,197,946,332
casent0101477_p_1.jpg,314,157,692,255
casent0101487_p_1.jpg,253,347,555,448
casent0101554_p_1.jpg,381,146,639,273
casent0101560_p_1.jpg,531,184,931,402
casent0101572_p_1.jpg,392,360,779,429
casent0101575_p_1.jpg,302,123,716,287
casent0101686_p_1.jpg,319,208,588,363
casent0101744_p_1.jpg,359,300,668,355
casent0101746_p_1.jpg,173,166,540,223
casent0101777_p_1.jpg,463,273,842,383
casent0101829_p_1.jpg,385,246,700,412
casent0101842_p_1.jpg,216,252,615,271
casent0101850_p_1.jpg,425,219,865,390
casent0101854_p_1.jpg,263,241,699,347
casent0101916_p_1.jpg,298,250,567,116
casent0101946_p_1.jpg,553,137,952,227
casent0101953_p_1.jpg,273,150,735,241
casent0101993_p_1.jpg,1173,201,1702,377
casent0101998_p_1.jpg,201,179,444,361
casent0102009_p_1.jpg,306,198,617,325
casent0102035_p_1.jpg,244,217,645,342
casent0102094_p_1.jpg,558,358,844,432
casent0102106_p_1.jpg,378,261,737,379
casent0102107_p_1.jpg,413,200,816,360
casent0102122_p_1.jpg,583,268,1204,376
casent0102214_p_1.jpg,236,133,562,214
casent0102238_p_1.jpg,151,114,558,221
casent0102256_p_1.jpg,280,122,599,269
casent0102275_p_1.jpg,212,155,560,212
casent0102278_p_1.jpg,178,300,617,394
casent0102279_p_1.jpg,153,159,570,234
casent0102309_p_1.jpg,509,358,896,452
casent0102315_p_1.jpg,736,223,347,415
casent0102319_p_1.jpg,924,417,604,515
casent0102322_p_1.jpg,247,137,616,302
casent0102341_p_1.jpg,251,149,610,253
casent0102348_p_1.jpg,353,167,608,253
casent0102398_p_1.jpg,435,127,697,218
casent0102440_p_1.jpg,370,182,687,338
casent0102447_p_1.jpg,433,256,776,369
casent0102483_p_1.jpg,283,157,605,227
casent0102499_p_1.jpg,466,151,739,220
casent0102506_p_1.jpg,368,227,697,313
casent0102510_p_1.jpg,330,241,769,327
casent0102518_p_1.jpg,360,195,708,423
casent0102538_p_1.jpg,324,355,649,375
casent0102548_p_1.jpg,321,238,690,323
casent0102550_p_1.jpg,277,149,603,295
casent0102586_p_1.jpg,328,255,690,378
casent0102647_p_1.jpg,407,166,736,282
casent0102650_p_1.jpg,548,160,831,340
casent0102671_p_1.jpg,368,188,674,343
casent0102688_p_1.jpg,332,127,636,194
casent0102753_p_1.jpg,385,133,683,278
casent0102763_p_1.jpg,231,72,563,218
casent0102806_p_1.jpg,294,137,586,341
casent0102835_p_1.jpg,476,172,827,275
casent0102882_p_1.jpg,369,164,630,269
casent0102897_p_1.jpg,238,129,614,273
casent0102953_p_1.jpg,766,394,1153,542
casent0103001_p_1.jpg,604,417,883,448
casent0103101_p_1.jpg,199,247,536,330
casent0103112_p_1.jpg,261,186,655,363
casent0103140_p_1.jpg,388,208,746,376
casent0103147_p_1.jpg,487,165,824,267
casent0103168_p_1.jpg,451,149,811,362
casent0103195_p_1.jpg,190,188,577,308
casent0103207_p_1.jpg,251,391,593,402
casent0103221_p_1.jpg,298,338,578,487
casent0103239_p_1.jpg,344,224,659,323
casent0103244_p_1.jpg,293,188,557,306
casent0103324_p_1.jpg,269,155,631,272
casent0103349_p_1.jpg,181,137,583,330
casent0103366_p_1.jpg,203,208,741,339
casent0103390_p_1.jpg,215,162,683,221
casent0103402_p_1.jpg,365,290,736,342
casent0103436_p_1.jpg,365,179,627,271
casent0103443_p_1.jpg,293,168,643,262
casent0103447_p_1.jpg,270,216,628,313
casent0103463_p_1.jpg,343,133,739,282
casent0103599_p_1.jpg,322,238,658,334
casent0103609_p_1.jpg,330,109,645,236
casent0103652_p_1.jpg,326,190,678,299
casent0103692_p_1.jpg,247,161,614,355
casent0103711_p_1.jpg,197,215,647,268
casent0103717_p_1.jpg,252,146,628,235
casent0103750_p_1.jpg,391,186,654,315
casent0103819_p_1.jpg,376,123,774,297
casent0103850_p_1.jpg,332,241,662,402
casent0103910_p_1.jpg,282,124,750,240
casent0103976_p_1.jpg,329,148,691,195
casent0104027_p_1.jpg,367,236,658,306
casent0104032_p_1.jpg,282,166,597,310
casent0104187_p_1.jpg,191,138,578,216
casent0104287_p_1.jpg,301,153,686,346
casent0104292_p_1.jpg,273,181,579,363
casent0104420_p_1.jpg,301,227,675,363
casent0104455_p_1.jpg,375,145,716,315
casent0104463_p_1.jpg,334,149,702,299
casent0104501_p_1.jpg,238,253,627,336
casent0104522_p_1.jpg,374,149,695,251
casent0104531_p_1.jpg,535,231,901,420
casent0104601_p_1.jpg,380,222,612,385
casent0104607_p_1.jpg,262,213,567,312
casent0104619_p_1.jpg,149,272,587,390
casent0104620_p_1.jpg,304,332,682,417
casent0104644_p_1.jpg,339,350,729,488
casent0104650_p_1.jpg,302,223,624,320
casent0104655_p_1.jpg,417,225,793,345
casent0104669_p_1.jpg,462,122,791,228
casent0104690_p_1.jpg,538,211,985,364
casent0104695_p_1.jpg,171,404,513,487
casent0104696_p_1.jpg,355,316,800,389
casent0104698_p_1.jpg,815,222,491,351
casent0104767_p_1.jpg,354,124,695,251
casent0104782_p_1.jpg,302,159,697,278
casent0104795_p_1.jpg,385,149,713,245
casent0104862_p_1.jpg,301,127,699,223
casent0104889_p_1.jpg,348,228,822,296
casent0104892_p_1.jpg,172,122,629,247
casent0104904_p_1.jpg,359,155,714,308
casent0104920_p_1.jpg,152,226,511,320
casent0104925_p_1.jpg,236,151,579,363
casent0104945_p_1.jpg,577,150,839,286
casent0105550_p_1.jpg,473,293,952,456
casent0105560_p_1.jpg,534,258,864,462
casent0105569_p_1.jpg,341,350,757,517
casent0105575_p_1.jpg,216,197,607,291
casent0105592_p_1.jpg,418,451,957,503
casent0105626_p_1.jpg,393,295,857,527
casent0105676_p_1.jpg,438,366,834,550
casent0105681_p_1.jpg,422,314,831,527
casent0105759_p_1.jpg,253,164,680,328
casent0105861_p_1.jpg,309,116,693,271
casent0105872_p_1.jpg,259,140,715,283
casent0106012_p_1.jpg,330,107,743,297
casent0106044_p_1.jpg,381,189,680,291
casent0106074_p_1.jpg,240,120,609,212
casent0106076_p_1.jpg,235,159,571,243
casent0106272_p_1.jpg,240,210,583,310
casent0106277_p_1.jpg,218,208,514,288
casent0106279_p_1.jpg,250,83,539,194
casent0106282_p_1.jpg,383,144,637,282
casent0106288_p_1.jpg,203,114,522,214
casent0106290_p_1.jpg,328,142,643,229
casent0106293_p_1.jpg,271,146,606,259
casent0106296_p_1.jpg,204,162,561,275
casent0106982_p_1.jpg,300,169,613,343
casent0107719_p_1.jpg,454,235,844,448
casent0118153_p_1.jpg,337,199,630,271
casent0118451_p_1.jpg,239,131,578,317
casent0119421_p_1.jpg,260,221,640,291
casent0119590_p_1.jpg,560,199,1004,444
casent0120025_p_1.jpg,300,119,693,256
casent0121639_p_1.jpg,215,100,517,229
casent0121843_p_1.jpg,236,90,586,232
casent0122880_p_1.jpg,448,290,910,491
casent0125127_p_1.jpg,375,153,738,249
casent0125328_p_1.jpg,218,150,565,271
casent0126485_p_1.jpg,205,138,557,273
casent0128289_p_1.jpg,373,242,922,326
casent0130472_p_1.jpg,190,120,461,247
casent0132233_p_1.jpg,236,113,618,246
casent0132534_p_1.jpg,257,177,521,330
casent0132632_p_1.jpg,214,144,540,229
casent0133049_p_1.jpg,372,186,708,273
casent0136683_p_1.jpg,313,198,612,307
casent0136912_p_1.jpg,250,174,600,239
casent0136995_p_1.jpg,196,216,570,247
